NRO_DOC_FISCAL,RUC,RAZON_SOCIAL,COD_CLIENTE,COD_CUENTA,FUENTE,SISTEMA,FECHA_EMISION,FECHA_VTO,MONEDA,CHARGE_NET_AMOUNT,CHARGE_IGV_INVOICE,CHARGE_TOTAL_AMOUNT,origen_fecha_vto_mal_formada,total_pagado,cantidad_pagos,requirio_correccion_formato,total_nota_credito,monto_neto_a_pagar,diferencia,esta_vencida,estado_conciliacion,diferencia_es_trivial_redondeo
S7AA-0068184699,2084347031,CLIENT_00887,65625575,596121473,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,118.52,21.34,139.86,False,139.86,1,False,0.0,139.86,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068521431,2070148979,CLIENT_00202,499743311,678194227,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,31.38,5.65,37.03,False,37.03,1,False,0.0,37.03,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068672092,2083087437,CLIENT_00371,118091211,812820337,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,20.71,3.72,24.43,False,24.43,1,False,0.0,24.43,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068562336,2030405929,CLIENT_00212,894308431,179975957,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,53.33,9.6,62.93,False,62.93,1,False,0.0,62.93,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068838267,2096447129,CLIENT_00321,13461575,371977173,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,33.75,6.08,39.83,False,39.83,1,False,0.0,39.83,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068446347,2023967163,CLIENT_00238,586659131,417168557,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,112.65,20.28,132.93,False,132.93,1,False,0.0,132.93,0.0,True,CONCILIADA_EXACTA,True
S8AA-0008099744,2084347031,CLIENT_00887,435846421,136952347,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,112.65,20.28,132.93,False,132.93,1,False,0.0,132.93,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068792072,2019876876,CLIENT_00461,428478431,112896957,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,56.06,10.09,66.15,False,66.15,1,False,0.0,66.15,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007928060,2070952060,CLIENT_00669,159389821,305959657,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,17.74,3.19,20.93,False,20.93,1,False,0.0,20.93,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068364423,2016442878,CLIENT_00427,676676521,143879447,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,112.53,20.26,132.79,False,132.79,1,False,0.0,132.79,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007865642,2077048357,CLIENT_00123,494871031,192283257,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,100.79,18.14,118.93,False,118.93,1,False,0.0,118.93,0.0,True,CONCILIADA_EXACTA,True
S7AA-0067988183,2030170496,CLIENT_00469,339091911,641226957,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,50.13,9.02,59.15,False,59.15,1,False,0.0,59.15,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007961873,2004792943,CLIENT_00818,261453231,813596557,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,106.72,19.21,125.93,False,125.93,1,False,0.0,125.93,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007948791,2058153118,CLIENT_00729,853875821,741139947,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,32.15,5.79,37.94,False,37.94,1,False,0.0,37.94,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007899035,2029816520,CLIENT_00874,244414621,676462647,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,31.38,5.65,37.03,False,37.03,1,False,0.0,37.03,0.0,True,CONCILIADA_EXACTA,True
S8AA-0008040899,2005357307,CLIENT_00223,619846321,878242147,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,59.86,10.77,70.63,False,70.63,1,False,0.0,70.63,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007882067,2082900579,CLIENT_00127,630652821,744448857,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,136.38,24.55,160.93,False,160.93,1,False,0.0,160.93,0.0,True,CONCILIADA_EXACTA,True
S8AA-0008002817,2043931649,CLIENT_00311,176219431,361057957,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,42.9,7.71,50.61,False,50.61,1,False,0.0,50.61,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007999449,2050012017,CLIENT_00285,200191431,608796857,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,118.46,21.33,139.79,False,139.79,1,False,0.0,139.79,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007944445,2046639773,CLIENT_00422,659895821,33750167,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,55.99,10.09,66.08,False,66.08,1,False,0.0,66.08,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007925397,2004941501,CLIENT_00776,50502621,445019857,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,106.78,19.22,126.0,False,126.0,1,False,0.0,126.0,0.0,True,CONCILIADA_EXACTA,True
FOBF-00121753,2028858667,CLIENT_00821,87664306,851638857,FACTURACION ACICLICA,AMDOCS,2026-06-25,2026-06-25,,0.6,0.11,0.7,False,0.7,1,False,0.0,0.7,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007830906,2077292308,CLIENT_00945,380329421,311026347,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,15.83,2.86,18.69,False,18.69,1,False,0.0,18.69,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007948577,2050334437,CLIENT_00131,852548521,80575747,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,111.47,20.06,131.53,False,131.53,1,False,0.0,131.53,0.0,True,CONCILIADA_EXACTA,True
S8AA-0008053550,2019848889,CLIENT_00982,915098421,46892647,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,42.42,7.63,50.05,False,50.05,1,False,0.0,50.05,0.0,True,CONCILIADA_EXACTA,True
S8AA-0008002857,2027249828,CLIENT_00172,175639431,395777957,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,17.79,3.21,21.0,False,21.0,1,False,0.0,21.0,0.0,True,CONCILIADA_EXACTA,True
S8AA-0008103598,2078272562,CLIENT_00198,530659421,808326257,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,133.36,24.0,157.36,False,157.36,1,False,0.0,157.36,0.0,True,CONCILIADA_EXACTA,True
S7AA-0068733972,2087681453,CLIENT_00859,816856611,507734337,FACTURACION CICLICA,AMDOCS,2026-06-23,2026-07-09,PEN,39.98,7.2,47.18,False,47.18,1,False,0.0,47.18,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007856209,2053487352,CLIENT_00912,193190921,923907057,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,53.33,9.6,62.93,False,62.93,1,False,0.0,62.93,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007932775,2086851615,CLIENT_00905,455932421,176083247,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,37.32,6.71,44.03,False,44.03,1,False,0.0,44.03,0.0,True,CONCILIADA_EXACTA,True
S8AA-0007797179,2040313126,CLIENT_00058,373089521,485148747,FACTURACION CICLICA,AMDOCS,2026-06-27,2026-07-13,PEN,26.69,4.81,31.5,False,31.5,1,False,0.0,31.5,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082902206,2026807327,CLIENT_00677,64288416,896318457,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,53.33,9.6,62.93,False,62.93,1,False,0.0,62.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083174163,2028858667,CLIENT_00821,87664306,642938857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,20.71,3.72,24.43,False,24.43,1,False,0.0,24.43,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083174164,2028858667,CLIENT_00821,87664306,379148857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,20.71,3.72,24.43,False,24.43,1,False,0.0,24.43,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083233988,2058066767,CLIENT_00743,582149431,403578957,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,77.06,13.87,90.93,False,90.93,1,False,0.0,90.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082749477,2047900690,CLIENT_00224,726970231,557591557,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,56.06,10.09,66.15,False,66.14999999999999,2,False,0.0,66.15,-1.4210854715202004e-14,True,CONCILIADA_EXACTA,True
S9AA-0082733299,2015648856,CLIENT_00530,52223795,620789857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,105.64,19.03,124.67,False,124.67,1,False,0.0,124.67,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082872490,2045106571,CLIENT_00547,34818616,650877606,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,32.39,5.83,38.22,False,38.22,1,False,0.0,38.22,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083296123,2053805361,CLIENT_00167,39746895,419578406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,23.73,4.27,28.0,False,28.0,1,False,0.0,28.0,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082512960,2045546222,CLIENT_00594,573795,638904067,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,71.13,12.8,83.93,False,83.93,1,False,0.0,83.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083286380,2037024710,CLIENT_00800,29790085,913900306,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,113.9,20.5,134.4,False,134.4,2,False,0.0,134.4,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083174169,2028858667,CLIENT_00821,87664306,340248857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,20.71,3.72,24.43,False,24.43,1,False,0.0,24.43,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083304854,2091198935,CLIENT_00319,49462906,885498506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,48.64,8.76,57.4,False,57.4,1,False,0.0,57.4,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082774113,2043288258,CLIENT_00956,13550895,3107947,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,115.38,20.77,136.15,False,136.15,1,False,0.0,136.15,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082939903,2005150947,CLIENT_00073,15791106,738521506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,238.89,43.0,281.89,False,281.89,1,False,0.0,281.89,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082792472,2074129386,CLIENT_00882,33559616,745718857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,71.13,12.8,83.93,False,83.93,1,False,0.0,83.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083296441,2037021331,CLIENT_00121,39706806,604368506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,22.55,4.05,26.6,False,26.6,1,False,0.0,26.6,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082809303,2045771478,CLIENT_00919,53129095,370173857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,136.38,24.55,160.93,False,160.93,1,False,0.0,160.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082594110,2028695835,CLIENT_00334,14420021,698221337,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,65.13,11.73,76.86,False,76.86,1,False,0.0,76.86,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082572251,2028858667,CLIENT_00821,700649801,596759957,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,23.43,4.22,27.65,False,27.65,1,False,0.0,27.65,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083254229,2074129386,CLIENT_00882,88569616,365976606,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,62.29,11.21,73.5,False,73.5,1,False,0.0,73.5,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082799929,2001109147,CLIENT_00012,43224195,276595257,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,44.2,7.95,52.15,False,52.15,1,False,0.0,52.15,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083123493,2022543695,CLIENT_00820,272246321,542734957,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,33.16,5.97,39.13,False,39.13,1,False,0.0,39.13,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082970047,2079583404,CLIENT_00399,457788421,681996457,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,47.82,8.6,56.42,False,56.42,1,False,0.0,56.42,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083160169,2042176157,CLIENT_00570,77251595,32125406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,90.71,16.32,107.03,False,107.03,1,False,0.0,107.03,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083206995,2036631349,CLIENT_00307,289009821,958134057,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,77.06,13.87,90.93,False,90.93,1,False,0.0,90.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083240299,2060838699,CLIENT_00947,680441621,213708547,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082544908,2095839381,CLIENT_00231,201758411,797234747,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,73.86,13.29,87.15,False,87.15,1,False,0.0,87.15,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083230672,2096711703,CLIENT_00428,581765021,189262437,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,122.08,21.98,144.06,False,144.06,1,False,0.0,144.06,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082516249,2028712026,CLIENT_00204,30022516,2026606,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,438.21,78.88,517.09,False,517.0899999999999,2,False,0.0,517.09,-1.1368683772161603e-13,True,CONCILIADA_EXACTA,True
S9AA-0083053774,2058334645,CLIENT_00540,465713621,203801647,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,34.58,6.23,40.81,False,40.81,1,False,0.0,40.81,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082549712,2066685881,CLIENT_00643,50088206,789082506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,44.9,8.09,52.99,False,52.99,1,False,0.0,52.99,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083097245,2006503400,CLIENT_00037,966673111,751447357,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,170.67,30.72,201.39,False,201.39999999999998,2,False,0.0,201.39,0.009999999999990905,True,CONCILIADA_EXACTA,True
S9AA-0082803436,2007367776,CLIENT_00411,53765985,348469306,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,51.43,9.26,60.69,False,60.69,1,False,0.0,60.69,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082695896,2013237934,CLIENT_00303,22518216,653521337,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,71.13,12.8,83.93,False,83.93,1,False,0.0,83.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082832614,2096523728,CLIENT_00797,830413321,863394047,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,47.4,8.53,55.93,False,55.93,1,False,0.0,55.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083349818,2076412738,CLIENT_00914,99741685,789189737,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,50.13,9.02,59.15,False,59.15,1,False,0.0,59.15,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082944793,2006121666,CLIENT_00662,154096131,359489557,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,53.33,9.6,62.93,False,62.93,1,False,0.0,62.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082994391,2031981897,CLIENT_00248,752557621,668578647,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,103.45,18.63,122.08,False,122.08,1,False,0.0,122.08,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082855018,2005150947,CLIENT_00073,14781106,928521506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,80.86,14.55,95.41,False,95.41,1,False,0.0,95.41,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082944593,2006121666,CLIENT_00662,154096131,811665457,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,47.99,8.64,56.63,False,56.63,1,False,0.0,56.63,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082557070,2034895152,CLIENT_00378,60534585,669255306,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,73.49,13.24,86.73,False,86.73,1,False,0.0,86.73,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082407495,2045546222,CLIENT_00594,241572321,813833947,FACTURACION CICLICA,AMDOCS,2026-06-01,2026-06-17,PEN,142.32,25.61,167.93,False,167.93,1,False,0.0,167.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083265809,2057311015,CLIENT_00341,982413211,1444547,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,94.86,17.07,111.93,False,111.93,1,False,0.0,111.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083190588,2045776570,CLIENT_00215,8925695,736248457,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,94.86,17.07,111.93,False,111.93,1,False,0.0,111.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082780190,2057929173,CLIENT_00899,232251311,641460227,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,163.32,8.32,171.64,False,171.64,2,False,0.0,171.64,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082791173,2039576863,CLIENT_00191,33969485,830969947,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,14.0,2.52,16.52,False,16.52,1,False,0.0,16.52,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083160043,2034958413,CLIENT_00366,77661495,794524406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,60.15,10.83,70.98,False,70.98,1,False,0.0,70.98,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083241308,2060838699,CLIENT_00947,680441621,145349257,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083197942,2084384500,CLIENT_00932,18794285,268639547,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,17.79,3.21,21.0,False,21.0,1,False,0.0,21.0,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083154556,2029459942,CLIENT_00434,670143411,993722637,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,100.73,18.13,118.86,False,118.86,1,False,0.0,118.86,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082240529,2088485339,CLIENT_00716,323244011,578646717,FACTURACION CICLICA,AMDOCS,2026-06-01,2026-06-17,PEN,39.69,7.14,46.83,False,46.83,1,False,0.0,46.83,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082190701,2013054362,CLIENT_00790,719773321,36536047,FACTURACION CICLICA,AMDOCS,2026-06-01,2026-06-17,PEN,43.25,7.78,51.03,False,51.03,1,False,0.0,51.03,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082490313,2001034891,CLIENT_00812,25776706,184557506,FACTURACION CICLICA,AMDOCS,2026-06-01,2026-06-17,PEN,102.1,18.37,120.47,False,120.47,1,False,0.0,120.47,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083060023,2089508889,CLIENT_00786,564509011,189514817,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,46.21,8.32,54.53,False,54.53,1,False,0.0,54.53,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082902976,2016722807,CLIENT_00364,64273106,709742957,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,11.8,2.13,13.93,False,13.93,1,False,0.0,13.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082859384,2006563540,CLIENT_00639,14684316,392571257,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082558003,2001720617,CLIENT_00817,60420995,160129406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,137.68,24.79,162.47,False,162.47,1,False,0.0,162.47,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083041729,2070083854,CLIENT_00585,36732306,972913506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,235.33,42.36,277.69,False,277.69,1,False,0.0,277.69,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083304733,2096100663,CLIENT_00636,49400406,888284506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,50.3,9.06,59.36,False,59.36,1,False,0.0,59.36,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083330097,2087352121,CLIENT_00062,79390995,426119406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,125.71,22.62,148.33,False,148.34,2,False,0.0,148.33,0.009999999999990905,True,CONCILIADA_EXACTA,True
S9AA-0082692744,2006459799,CLIENT_00837,22696485,647974306,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,64.96,11.69,76.65,False,76.65,1,False,0.0,76.65,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082544792,2074355904,CLIENT_00935,203984621,629993647,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,43.18,7.78,50.96,False,50.96,1,False,0.0,50.96,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083201610,2042647818,CLIENT_00266,28064185,533741306,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,78.25,14.08,92.33,False,92.33,1,False,0.0,92.33,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082523917,2081136919,CLIENT_00294,40815595,83465406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,106.01,19.08,125.09,False,125.09,1,False,0.0,125.09,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082945228,2006121666,CLIENT_00662,154096131,924404857,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,53.33,9.6,62.93,False,62.93,1,False,0.0,62.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082871568,2010441811,CLIENT_00839,34610495,721314406,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,16.55,2.98,19.53,False,19.53,1,False,0.0,19.53,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083081056,2054854170,CLIENT_00245,76218716,108582957,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,88.92,16.01,104.93,False,104.93,1,False,0.0,104.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083096213,2092536593,CLIENT_00425,964976321,123152647,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,65.13,11.73,76.86,False,76.86,1,False,0.0,76.86,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083177964,2094379951,CLIENT_00780,97904616,481737606,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,152.4,27.43,179.83,False,179.83,1,False,0.0,179.83,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083241310,2060838699,CLIENT_00947,680441621,776879257,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083079698,2045052005,CLIENT_00109,763571211,174787947,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,19.88,3.57,23.45,False,23.45,1,False,0.0,23.45,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082681339,2052036896,CLIENT_00239,20106721,899192357,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,52.14,9.39,61.53,False,61.53,1,False,0.0,61.53,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082575324,2074789528,CLIENT_00143,80572906,782449506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,116.21,20.92,137.13,False,137.13,1,False,0.0,137.13,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082656456,2047585517,CLIENT_00754,914343231,860755657,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083241307,2060838699,CLIENT_00947,680441621,566939257,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0083207571,2002302343,CLIENT_00020,281114021,509180557,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,41.47,7.46,48.93,False,48.93,1,False,0.0,48.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0081948607,2067016446,CLIENT_00306,98911606,581948937,FACTURACION CICLICA,AMDOCS,2026-06-01,2026-06-17,PEN,74.69,13.44,88.13,False,88.13,1,False,0.0,88.13,0.0,True,CONCILIADA_EXACTA,True
S9AA-0081837875,2034169414,CLIENT_00863,673895221,139561457,FACTURACION CICLICA,AMDOCS,2026-06-01,2026-06-17,PEN,47.4,8.53,55.93,False,55.93,1,False,0.0,55.93,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082587462,2024049593,CLIENT_00909,905887721,592586847,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,58.67,10.56,69.23,False,69.23,1,False,0.0,69.23,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082744938,2006444143,CLIENT_00059,72611706,235286506,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,74.98,13.5,88.48,False,88.48,1,False,0.0,88.48,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082887763,2073533879,CLIENT_00382,54366285,843962306,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,50.37,9.07,59.43,False,59.43,1,False,0.0,59.43,0.0,True,CONCILIADA_EXACTA,True
S9AA-0082585994,2062894104,CLIENT_00158,90856906,155881537,FACTURACION CICLICA,AMDOCS,2026-07-01,2026-07-17,PEN,122.02,21.97,143.99,False,143.99,1,False,0.0,143.99,0.0,True,CONCILIADA_EXACTA,True
